facility_name,facility_id,measure_name,number_of_discharges,excess_readmission_ratio,number_of_readmissions
BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,450730,READM-30-HF-HRRP,181.0,1.0188,43
BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,450730,READM-30-PN-HRRP,247.0,0.9428,33
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,READM-30-AMI-HRRP,117.0,0.9777,15
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,READM-30-COPD-HRRP,248.0,0.9314,38
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,READM-30-HF-HRRP,292.0,0.9921,57
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,450742,READM-30-PN-HRRP,420.0,1.0468,71
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,READM-30-AMI-HRRP,197.0,1.0307,31
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,READM-30-CABG-HRRP,91.0,1.1394,16
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,READM-30-COPD-HRRP,290.0,1.0114,53
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,READM-30-HF-HRRP,309.0,1.0249,70
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,READM-30-PN-HRRP,596.0,1.0914,107
PALESTINE REGIONAL MEDICAL CENTER,450747,READM-30-COPD-HRRP,177.0,0.9553,28
PALESTINE REGIONAL MEDICAL CENTER,450747,READM-30-HF-HRRP,210.0,1.0451,51
PALESTINE REGIONAL MEDICAL CENTER,450747,READM-30-PN-HRRP,312.0,0.983,48
COVENANT HOSPITAL LEVELLAND,450755,READM-30-PN-HRRP,47.0,1.0624,12
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,READM-30-AMI-HRRP,102.0,1.0542,19
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,READM-30-COPD-HRRP,232.0,0.9423,35
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,READM-30-HF-HRRP,398.0,0.982,83
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,READM-30-HIP-KNEE-HRRP,636.0,1.1107,31
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,READM-30-PN-HRRP,498.0,0.9667,72
KINGWOOD MEDICAL CENTER,450775,READM-30-AMI-HRRP,223.0,1.0863,45
KINGWOOD MEDICAL CENTER,450775,READM-30-CABG-HRRP,72.0,1.1516,15
KINGWOOD MEDICAL CENTER,450775,READM-30-COPD-HRRP,536.0,1.1163,125
KINGWOOD MEDICAL CENTER,450775,READM-30-HF-HRRP,841.0,1.1132,211
KINGWOOD MEDICAL CENTER,450775,READM-30-PN-HRRP,870.0,1.0405,164
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,READM-30-AMI-HRRP,116.0,1.0181,19
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,READM-30-COPD-HRRP,384.0,0.958,65
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,READM-30-HF-HRRP,409.0,1.0014,87
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,READM-30-HIP-KNEE-HRRP,1681.0,1.0312,70
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,READM-30-PN-HRRP,508.0,1.0526,84
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,READM-30-HF-HRRP,541.0,1.0402,120
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,READM-30-HIP-KNEE-HRRP,458.0,0.9853,18
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,READM-30-PN-HRRP,667.0,1.0874,121
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,READM-30-AMI-HRRP,324.0,1.0059,50
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,READM-30-CABG-HRRP,137.0,0.9346,16
"CORPUS CHRISTI MEDICAL CENTER,THE",450788,READM-30-COPD-HRRP,320.0,1.0603,65
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,READM-30-AMI-HRRP,416.0,0.8931,48
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,READM-30-CABG-HRRP,104.0,0.9908,12
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,READM-30-COPD-HRRP,660.0,0.9322,107
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,READM-30-HF-HRRP,938.0,1.0114,201
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,READM-30-HIP-KNEE-HRRP,394.0,0.9394,15
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,READM-30-PN-HRRP,1060.0,0.8212,128
TEXAS ORTHOPEDIC HOSPITAL,450804,READM-30-HIP-KNEE-HRRP,1870.0,0.958,61
NORTH AUSTIN MEDICAL CENTER,450809,READM-30-AMI-HRRP,170.0,1.0421,29
NORTH AUSTIN MEDICAL CENTER,450809,READM-30-COPD-HRRP,314.0,1.0664,71
NORTH AUSTIN MEDICAL CENTER,450809,READM-30-HF-HRRP,535.0,1.0056,115
NORTH AUSTIN MEDICAL CENTER,450809,READM-30-HIP-KNEE-HRRP,497.0,1.0001,19
NORTH AUSTIN MEDICAL CENTER,450809,READM-30-PN-HRRP,603.0,0.9732,91
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,READM-30-AMI-HRRP,244.0,1.0575,47
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,READM-30-COPD-HRRP,498.0,0.9913,102
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,READM-30-HF-HRRP,848.0,1.047,201
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,READM-30-HIP-KNEE-HRRP,508.0,0.9361,18
HOUSTON METHODIST SUGARLAND HOSPITAL,450820,READM-30-PN-HRRP,1130.0,1.053,215
MEDICAL CITY LAS COLINAS,450822,READM-30-HF-HRRP,88.0,1.0671,22
MEDICAL CITY LAS COLINAS,450822,READM-30-PN-HRRP,132.0,1.0377,22
KELL WEST REGIONAL HOSPITAL,450827,READM-30-HIP-KNEE-HRRP,441.0,0.9082,14
CHRISTUS SPOHN HOSPITAL ALICE,450828,READM-30-HF-HRRP,127.0,0.9739,26
CHRISTUS SPOHN HOSPITAL ALICE,450828,READM-30-PN-HRRP,154.0,1.0238,25
ENNIS REGIONAL MEDICAL CENTER,450833,READM-30-PN-HRRP,93.0,1.0421,16
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,READM-30-COPD-HRRP,74.0,0.9872,11
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,READM-30-HF-HRRP,171.0,0.9423,27
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,READM-30-PN-HRRP,152.0,1.0598,25
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,READM-30-AMI-HRRP,217.0,0.9918,40
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,READM-30-COPD-HRRP,253.0,0.9844,50
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,READM-30-HF-HRRP,746.0,1.009,172
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,READM-30-HIP-KNEE-HRRP,275.0,1.1928,17
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,READM-30-PN-HRRP,754.0,0.9739,126
MEMORIAL HERMANN KATY HOSPITAL,450847,READM-30-AMI-HRRP,95.0,1.0191,15
MEMORIAL HERMANN KATY HOSPITAL,450847,READM-30-COPD-HRRP,215.0,0.9749,37
MEMORIAL HERMANN KATY HOSPITAL,450847,READM-30-HF-HRRP,344.0,1.083,88
MEMORIAL HERMANN KATY HOSPITAL,450847,READM-30-PN-HRRP,538.0,0.9477,83
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,READM-30-AMI-HRRP,77.0,0.9981,12
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,READM-30-COPD-HRRP,138.0,0.9798,26
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,READM-30-HF-HRRP,198.0,1.0188,45
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,READM-30-PN-HRRP,342.0,1.1571,81
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,READM-30-AMI-HRRP,341.0,0.9986,49
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,READM-30-HF-HRRP,136.0,0.9746,27
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,READM-30-HIP-KNEE-HRRP,964.0,1.0819,39
HARLINGEN MEDICAL CENTER,450855,READM-30-AMI-HRRP,108.0,0.9893,18
HARLINGEN MEDICAL CENTER,450855,READM-30-CABG-HRRP,65.0,1.1115,13
HARLINGEN MEDICAL CENTER,450855,READM-30-COPD-HRRP,139.0,1.0194,25
HARLINGEN MEDICAL CENTER,450855,READM-30-HF-HRRP,209.0,1.0443,51
HARLINGEN MEDICAL CENTER,450855,READM-30-PN-HRRP,341.0,0.9821,54
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,READM-30-HIP-KNEE-HRRP,411.0,1.0202,14
SUGAR LAND SURGICAL HOSPITAL LLP,450860,READM-30-HIP-KNEE-HRRP,178.0,1.2044,11
ST LUKE'S THE WOODLANDS HOSPITAL,450862,READM-30-AMI-HRRP,132.0,1.099,26
ST LUKE'S THE WOODLANDS HOSPITAL,450862,READM-30-CABG-HRRP,83.0,1.0853,12
ST LUKE'S THE WOODLANDS HOSPITAL,450862,READM-30-COPD-HRRP,263.0,1.0725,60
ST LUKE'S THE WOODLANDS HOSPITAL,450862,READM-30-HF-HRRP,447.0,0.9721,89
ST LUKE'S THE WOODLANDS HOSPITAL,450862,READM-30-PN-HRRP,490.0,0.9893,76
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,READM-30-HIP-KNEE-HRRP,1292.0,1.0322,51
SETON NORTHWEST HOSPITAL,450867,READM-30-COPD-HRRP,80.0,1.0271,16
SETON NORTHWEST HOSPITAL,450867,READM-30-HF-HRRP,118.0,0.919,15
SETON NORTHWEST HOSPITAL,450867,READM-30-PN-HRRP,225.0,0.9187,23
DOCTORS HOSPITAL AT RENAISSANCE,450869,READM-30-AMI-HRRP,202.0,0.9508,33
DOCTORS HOSPITAL AT RENAISSANCE,450869,READM-30-CABG-HRRP,181.0,1.0817,31
DOCTORS HOSPITAL AT RENAISSANCE,450869,READM-30-COPD-HRRP,138.0,0.9197,17
DOCTORS HOSPITAL AT RENAISSANCE,450869,READM-30-HF-HRRP,478.0,0.9796,109
DOCTORS HOSPITAL AT RENAISSANCE,450869,READM-30-PN-HRRP,473.0,1.0295,92
QUAIL CREEK SURGICAL HOSPITAL,450875,READM-30-HIP-KNEE-HRRP,1488.0,1.0012,51
LUBBOCK HEART HOSPITAL LP,450876,READM-30-AMI-HRRP,227.0,1.1073,42
LUBBOCK HEART HOSPITAL LP,450876,READM-30-CABG-HRRP,99.0,1.0287,12
LUBBOCK HEART HOSPITAL LP,450876,READM-30-COPD-HRRP,81.0,0.9628,12
LUBBOCK HEART HOSPITAL LP,450876,READM-30-HF-HRRP,366.0,0.9391,67
LUBBOCK HEART HOSPITAL LP,450876,READM-30-HIP-KNEE-HRRP,919.0,1.0534,38
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,READM-30-HIP-KNEE-HRRP,515.0,1.1384,23
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,READM-30-AMI-HRRP,88.0,0.9885,13
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,READM-30-COPD-HRRP,94.0,1.0517,22
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,READM-30-HF-HRRP,77.0,0.9643,14
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,READM-30-PN-HRRP,223.0,1.1395,47
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,READM-30-COPD-HRRP,304.0,0.9697,58
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,READM-30-HF-HRRP,292.0,0.8864,48
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,READM-30-PN-HRRP,502.0,0.9479,68
THE HEART HOSPITAL BAYLOR DENTON,450893,READM-30-CABG-HRRP,192.0,0.992,23
UTAH VALLEY HOSPITAL,460001,READM-30-AMI-HRRP,460.0,0.8644,41
UTAH VALLEY HOSPITAL,460001,READM-30-HF-HRRP,268.0,0.8366,34
UTAH VALLEY HOSPITAL,460001,READM-30-HIP-KNEE-HRRP,555.0,0.9416,19
UTAH VALLEY HOSPITAL,460001,READM-30-PN-HRRP,505.0,0.8801,58
MCKAY DEE HOSPITAL,460004,READM-30-AMI-HRRP,233.0,0.8717,19
MCKAY DEE HOSPITAL,460004,READM-30-COPD-HRRP,138.0,0.8923,13
MCKAY DEE HOSPITAL,460004,READM-30-HF-HRRP,302.0,0.8886,45
MCKAY DEE HOSPITAL,460004,READM-30-HIP-KNEE-HRRP,699.0,0.8725,21
MCKAY DEE HOSPITAL,460004,READM-30-PN-HRRP,432.0,0.9108,53
OGDEN REGIONAL MEDICAL CENTER,460005,READM-30-AMI-HRRP,84.0,0.9829,11
OGDEN REGIONAL MEDICAL CENTER,460005,READM-30-HF-HRRP,120.0,0.9401,18
OGDEN REGIONAL MEDICAL CENTER,460005,READM-30-PN-HRRP,217.0,0.9172,25
LDS HOSPITAL,460006,READM-30-HF-HRRP,58.0,1.0072,11
LDS HOSPITAL,460006,READM-30-HIP-KNEE-HRRP,506.0,1.0051,19
CEDAR CITY HOSPITAL,460007,READM-30-PN-HRRP,183.0,0.9115,19
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,READM-30-AMI-HRRP,262.0,0.9819,36
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,READM-30-HF-HRRP,555.0,0.7881,81
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,READM-30-HIP-KNEE-HRRP,621.0,0.9266,24
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,READM-30-PN-HRRP,280.0,0.8473,31
INTERMOUNTAIN MEDICAL CENTER,460010,READM-30-AMI-HRRP,527.0,0.9076,59
INTERMOUNTAIN MEDICAL CENTER,460010,READM-30-CABG-HRRP,149.0,0.9461,15
INTERMOUNTAIN MEDICAL CENTER,460010,READM-30-COPD-HRRP,158.0,0.9262,21
INTERMOUNTAIN MEDICAL CENTER,460010,READM-30-HF-HRRP,801.0,0.7548,105
INTERMOUNTAIN MEDICAL CENTER,460010,READM-30-PN-HRRP,575.0,0.8893,71
CASTLEVIEW HOSPITAL,460011,READM-30-PN-HRRP,183.0,0.964,23
MOUNTAIN VIEW HOSPITAL,460013,READM-30-HF-HRRP,59.0,1.0718,17
MOUNTAIN VIEW HOSPITAL,460013,READM-30-HIP-KNEE-HRRP,326.0,1.155,16
MOUNTAIN VIEW HOSPITAL,460013,READM-30-PN-HRRP,128.0,0.9924,19
MOUNTAIN WEST MEDICAL CENTER,460014,READM-30-PN-HRRP,190.0,0.8955,17
LOGAN REGIONAL HOSPITAL,460015,READM-30-HF-HRRP,128.0,0.8687,13
LOGAN REGIONAL HOSPITAL,460015,READM-30-PN-HRRP,157.0,0.9507,18
UINTAH BASIN MEDICAL CENTER,460019,READM-30-PN-HRRP,100.0,0.9856,13
DIXIE REGIONAL MEDICAL CENTER,460021,READM-30-AMI-HRRP,621.0,0.8321,59
DIXIE REGIONAL MEDICAL CENTER,460021,READM-30-COPD-HRRP,281.0,0.9395,43
DIXIE REGIONAL MEDICAL CENTER,460021,READM-30-HF-HRRP,518.0,0.9052,86
DIXIE REGIONAL MEDICAL CENTER,460021,READM-30-HIP-KNEE-HRRP,1539.0,0.8151,44
DIXIE REGIONAL MEDICAL CENTER,460021,READM-30-PN-HRRP,925.0,0.8861,114
AMERICAN FORK HOSPITAL,460023,READM-30-HF-HRRP,84.0,0.9699,12
AMERICAN FORK HOSPITAL,460023,READM-30-PN-HRRP,149.0,0.9495,16
ASHLEY REGIONAL MEDICAL CENTER,460030,READM-30-PN-HRRP,128.0,0.9869,15
DAVIS HOSPITAL AND MEDICAL CENTER,460041,READM-30-HF-HRRP,159.0,1.058,34
DAVIS HOSPITAL AND MEDICAL CENTER,460041,READM-30-PN-HRRP,263.0,0.8792,24
LAKEVIEW HOSPITAL,460042,READM-30-HF-HRRP,115.0,0.9607,17
LAKEVIEW HOSPITAL,460042,READM-30-HIP-KNEE-HRRP,554.0,1.0268,21
LAKEVIEW HOSPITAL,460042,READM-30-PN-HRRP,148.0,0.9444,15
ST MARK'S HOSPITAL,460047,READM-30-AMI-HRRP,168.0,1.0527,25
ST MARK'S HOSPITAL,460047,READM-30-CABG-HRRP,81.0,1.027,11
ST MARK'S HOSPITAL,460047,READM-30-COPD-HRRP,112.0,0.9784,19
ST MARK'S HOSPITAL,460047,READM-30-HF-HRRP,323.0,0.9097,50
ST MARK'S HOSPITAL,460047,READM-30-HIP-KNEE-HRRP,814.0,1.0589,34
ST MARK'S HOSPITAL,460047,READM-30-PN-HRRP,449.0,0.8562,44
THE ORTHOPEDIC SPECIALTY HOSPITAL,460049,READM-30-HIP-KNEE-HRRP,648.0,0.8199,14
JORDAN VALLEY MEDICAL CENTER,460051,READM-30-AMI-HRRP,121.0,0.9308,11
JORDAN VALLEY MEDICAL CENTER,460051,READM-30-COPD-HRRP,97.0,0.9652,14
JORDAN VALLEY MEDICAL CENTER,460051,READM-30-HF-HRRP,211.0,0.9494,35
JORDAN VALLEY MEDICAL CENTER,460051,READM-30-HIP-KNEE-HRRP,327.0,1.2875,20
JORDAN VALLEY MEDICAL CENTER,460051,READM-30-PN-HRRP,334.0,0.9337,42
TIMPANOGOS REGIONAL HOSPITAL,460052,READM-30-HF-HRRP,56.0,1.0049,11
TIMPANOGOS REGIONAL HOSPITAL,460052,READM-30-PN-HRRP,84.0,1.0011,12
PARK CITY HOSPITAL,460057,READM-30-PN-HRRP,67.0,1.0579,12
CENTRAL VERMONT MEDICAL CENTER,470001,READM-30-AMI-HRRP,66.0,1.0114,12
CENTRAL VERMONT MEDICAL CENTER,470001,READM-30-COPD-HRRP,242.0,0.9914,46
CENTRAL VERMONT MEDICAL CENTER,470001,READM-30-HF-HRRP,379.0,0.9777,71
CENTRAL VERMONT MEDICAL CENTER,470001,READM-30-PN-HRRP,420.0,0.9551,58
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,READM-30-AMI-HRRP,1018.0,0.9226,129
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,READM-30-CABG-HRRP,281.0,1.0498,33
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,READM-30-COPD-HRRP,342.0,0.9045,52
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,READM-30-HF-HRRP,894.0,0.8501,150
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,READM-30-HIP-KNEE-HRRP,662.0,0.771,15
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,READM-30-PN-HRRP,492.0,0.7981,45
RUTLAND REGIONAL MEDICAL CENTER,470005,READM-30-COPD-HRRP,316.0,0.9285,47
RUTLAND REGIONAL MEDICAL CENTER,470005,READM-30-HF-HRRP,390.0,0.9342,72
RUTLAND REGIONAL MEDICAL CENTER,470005,READM-30-HIP-KNEE-HRRP,770.0,0.8314,22
RUTLAND REGIONAL MEDICAL CENTER,470005,READM-30-PN-HRRP,477.0,0.9572,70
BRATTLEBORO MEMORIAL HOSPITAL,470011,READM-30-COPD-HRRP,130.0,1.0035,23
BRATTLEBORO MEMORIAL HOSPITAL,470011,READM-30-HF-HRRP,117.0,0.9378,18
BRATTLEBORO MEMORIAL HOSPITAL,470011,READM-30-PN-HRRP,190.0,0.9608,24
SOUTHWESTERN VERMONT MEDICAL CENTER,470012,READM-30-COPD-HRRP,255.0,0.9752,49
SOUTHWESTERN VERMONT MEDICAL CENTER,470012,READM-30-HF-HRRP,314.0,1.1179,78
SOUTHWESTERN VERMONT MEDICAL CENTER,470012,READM-30-PN-HRRP,557.0,0.9626,83
NORTHWESTERN MEDICAL CENTER INC,470024,READM-30-COPD-HRRP,184.0,1.0451,41
NORTHWESTERN MEDICAL CENTER INC,470024,READM-30-HF-HRRP,215.0,1.0932,57
NORTHWESTERN MEDICAL CENTER INC,470024,READM-30-PN-HRRP,301.0,0.9792,44
NORTON COMMUNITY HOSPITAL,490001,READM-30-COPD-HRRP,109.0,0.998,23
NORTON COMMUNITY HOSPITAL,490001,READM-30-HF-HRRP,145.0,1.1457,52
NORTON COMMUNITY HOSPITAL,490001,READM-30-PN-HRRP,194.0,1.0173,40
RUSSELL COUNTY HOSPITAL,490002,READM-30-COPD-HRRP,129.0,0.9943,27
RUSSELL COUNTY HOSPITAL,490002,READM-30-HF-HRRP,75.0,1.0386,21
RUSSELL COUNTY HOSPITAL,490002,READM-30-PN-HRRP,101.0,1.0345,21
SENTARA RMH MEDICAL CENTER,490004,READM-30-AMI-HRRP,379.0,0.9658,51
SENTARA RMH MEDICAL CENTER,490004,READM-30-CABG-HRRP,136.0,1.1953,24
SENTARA RMH MEDICAL CENTER,490004,READM-30-COPD-HRRP,481.0,1.0784,110
SENTARA RMH MEDICAL CENTER,490004,READM-30-HF-HRRP,1670.0,0.9501,332
SENTARA RMH MEDICAL CENTER,490004,READM-30-HIP-KNEE-HRRP,486.0,1.1171,25
SENTARA RMH MEDICAL CENTER,490004,READM-30-PN-HRRP,1097.0,0.9718,174
WINCHESTER MEDICAL CENTER,490005,READM-30-AMI-HRRP,762.0,0.8729,93
WINCHESTER MEDICAL CENTER,490005,READM-30-CABG-HRRP,174.0,0.8247,14
WINCHESTER MEDICAL CENTER,490005,READM-30-COPD-HRRP,1179.0,1.075,244
WINCHESTER MEDICAL CENTER,490005,READM-30-HF-HRRP,1789.0,0.9972,381
WINCHESTER MEDICAL CENTER,490005,READM-30-HIP-KNEE-HRRP,1089.0,0.9968,44
WINCHESTER MEDICAL CENTER,490005,READM-30-PN-HRRP,1240.0,1.0026,202
SENTARA NORFOLK GENERAL HOSPITAL,490007,READM-30-AMI-HRRP,726.0,0.9438,111
SENTARA NORFOLK GENERAL HOSPITAL,490007,READM-30-CABG-HRRP,511.0,0.933,60
SENTARA NORFOLK GENERAL HOSPITAL,490007,READM-30-COPD-HRRP,197.0,0.96,35
SENTARA NORFOLK GENERAL HOSPITAL,490007,READM-30-HF-HRRP,1105.0,0.9913,255
SENTARA NORFOLK GENERAL HOSPITAL,490007,READM-30-PN-HRRP,367.0,1.0293,70
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,READM-30-AMI-HRRP,446.0,1.0518,74
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,READM-30-CABG-HRRP,314.0,0.8453,31
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,READM-30-COPD-HRRP,311.0,0.9876,62
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,READM-30-HF-HRRP,944.0,0.9927,212
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,READM-30-HIP-KNEE-HRRP,905.0,0.8408,27
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,READM-30-PN-HRRP,594.0,0.9649,94
BON SECOURS DEPAUL MEDICAL CENTER,490011,READM-30-AMI-HRRP,75.0,1.0873,17
BON SECOURS DEPAUL MEDICAL CENTER,490011,READM-30-COPD-HRRP,218.0,1.0189,43
BON SECOURS DEPAUL MEDICAL CENTER,490011,READM-30-HF-HRRP,250.0,1.0413,56
BON SECOURS DEPAUL MEDICAL CENTER,490011,READM-30-PN-HRRP,215.0,1.023,35
SENTARA HALIFAX REGIONAL HOSPITAL,490013,READM-30-COPD-HRRP,386.0,0.9542,64
SENTARA HALIFAX REGIONAL HOSPITAL,490013,READM-30-HF-HRRP,344.0,0.9852,68
SENTARA HALIFAX REGIONAL HOSPITAL,490013,READM-30-HIP-KNEE-HRRP,241.0,1.1166,13
SENTARA HALIFAX REGIONAL HOSPITAL,490013,READM-30-PN-HRRP,330.0,0.9517,46
BON SECOURS MARYVIEW MEDICAL CENTER,490017,READM-30-AMI-HRRP,232.0,0.9513,37
BON SECOURS MARYVIEW MEDICAL CENTER,490017,READM-30-COPD-HRRP,226.0,1.0465,52
BON SECOURS MARYVIEW MEDICAL CENTER,490017,READM-30-HF-HRRP,531.0,0.9475,106
BON SECOURS MARYVIEW MEDICAL CENTER,490017,READM-30-HIP-KNEE-HRRP,311.0,0.9379,11
BON SECOURS MARYVIEW MEDICAL CENTER,490017,READM-30-PN-HRRP,389.0,1.0249,69
AUGUSTA HEALTH,490018,READM-30-AMI-HRRP,376.0,0.9656,51
AUGUSTA HEALTH,490018,READM-30-COPD-HRRP,398.0,0.955,65
AUGUSTA HEALTH,490018,READM-30-HF-HRRP,916.0,0.8052,139
AUGUSTA HEALTH,490018,READM-30-HIP-KNEE-HRRP,893.0,1.0438,38
AUGUSTA HEALTH,490018,READM-30-PN-HRRP,735.0,0.9443,103
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,490019,READM-30-COPD-HRRP,168.0,0.9834,27
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,490019,READM-30-HF-HRRP,285.0,1.0156,59
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,490019,READM-30-HIP-KNEE-HRRP,285.0,1.2362,18
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,490019,READM-30-PN-HRRP,357.0,1.0101,54
JOHN RANDOLPH MEDICAL CENTER,490020,READM-30-COPD-HRRP,231.0,0.9767,40
JOHN RANDOLPH MEDICAL CENTER,490020,READM-30-HF-HRRP,254.0,1.0833,63
JOHN RANDOLPH MEDICAL CENTER,490020,READM-30-PN-HRRP,196.0,1.0734,38
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,READM-30-AMI-HRRP,869.0,0.9535,127
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,READM-30-CABG-HRRP,207.0,1.0014,27
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,READM-30-COPD-HRRP,686.0,0.9176,116
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,READM-30-HF-HRRP,1517.0,0.8616,274
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,READM-30-HIP-KNEE-HRRP,1320.0,0.7146,29
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,READM-30-PN-HRRP,1418.0,0.9413,213
MARY WASHINGTON HOSPITAL,490022,READM-30-AMI-HRRP,470.0,1.0698,78
MARY WASHINGTON HOSPITAL,490022,READM-30-CABG-HRRP,179.0,0.8247,13
MARY WASHINGTON HOSPITAL,490022,READM-30-COPD-HRRP,976.0,1.0077,196
MARY WASHINGTON HOSPITAL,490022,READM-30-HF-HRRP,1233.0,1.0458,286
MARY WASHINGTON HOSPITAL,490022,READM-30-HIP-KNEE-HRRP,1268.0,1.0002,48
MARY WASHINGTON HOSPITAL,490022,READM-30-PN-HRRP,1353.0,1.0939,242
FAUQUIER HOSPITAL,490023,READM-30-COPD-HRRP,212.0,0.9734,34
FAUQUIER HOSPITAL,490023,READM-30-HF-HRRP,293.0,1.0739,67
FAUQUIER HOSPITAL,490023,READM-30-HIP-KNEE-HRRP,358.0,1.2993,22
FAUQUIER HOSPITAL,490023,READM-30-PN-HRRP,504.0,1.0343,78
