"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MORT-30-AMI Achievement Threshold","MORT-30-AMI Benchmark","MORT-30-AMI Baseline Rate","MORT-30-AMI Performance Rate","MORT-30-AMI Achievement Points","MORT-30-AMI Improvement Points","MORT-30-AMI Measure Score","MORT-30-COPD Achievement Threshold","MORT-30-COPD Benchmark","MORT-30-COPD Baseline Rate","MORT-30-COPD Performance Rate","MORT-30-COPD Achievement Points","MORT-30-COPD Improvement Points","MORT-30-COPD Measure Score","MORT-30-HF Achievement Threshold","MORT-30-HF Benchmark","MORT-30-HF Baseline Rate","MORT-30-HF Performance Rate","MORT-30-HF Achievement Points","MORT-30-HF Improvement Points","MORT-30-HF Measure Score","MORT-30-PN Achievement Threshold","MORT-30-PN Benchmark","MORT-30-PN Baseline Rate","MORT-30-PN Performance Rate","MORT-30-PN Achievement Points","MORT-30-PN Improvement Points","MORT-30-PN Measure Score","COMP-HIP-KNEE Achievement Threshold","COMP-HIP-KNEE Benchmark","COMP-HIP-KNEE Baseline Rate","COMP-HIP-KNEE Performance Rate","COMP-HIP-KNEE Achievement Points","COMP-HIP-KNEE Improvement Points","COMP-HIP-KNEE Measure Score"
"2021","410005",OUR LADY OF FATIMA HOSPITAL,"200 HIGH SERVICE AVENUE",NORTH PROVIDENCE,RI,"02904",Providence,"0.860355","0.879714","0.852062","0.882055","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.927475","0.916522","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.882386","0.885129","1 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.816889","0.813935","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.033695","0.024003","8 out of 10","8 out of 9","8 out of 10"
"2021","410006",NEWPORT HOSPITAL,"11 FRIENDSHIP STREET",NEWPORT,RI,"02840",Newport,"0.860355","0.879714","0.868016","0.877180","8 out of 10","7 out of 9","8 out of 10","0.923253","0.938664","0.932041","0.921928","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.897349","0.900441","7 out of 10","3 out of 9","7 out of 10","0.836122","0.870506","0.869020","0.859553","7 out of 10","0 out of 9","7 out of 10","0.031157","0.022418","0.034368","0.029582","2 out of 10","4 out of 9","4 out of 10"
"2021","410007",RHODE ISLAND HOSPITAL,"593 EDDY STREET",PROVIDENCE,RI,"02903",Providence,"0.860355","0.879714","0.885182","0.876333","8 out of 10","0 out of 9","8 out of 10","0.923253","0.938664","0.902909","0.917774","0 out of 10","4 out of 9","4 out of 10","0.883803","0.906144","0.877199","0.884004","1 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.835240","0.853469","5 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.021244","0.027119","5 out of 10","0 out of 9","5 out of 10"
"2021","410008",SOUTH COUNTY HOSPITAL INC,"100 KENYON AVE",WAKEFIELD,RI,"02879",Washington,"0.860355","0.879714","0.847109","0.871877","6 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.926676","0.928836","4 out of 10","1 out of 9","4 out of 10","0.883803","0.906144","0.881753","0.861106","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.841575","0.881440","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.022249","0.014997","10 out of 10","9 out of 9","10 out of 10"
"2021","410009",KENT COUNTY MEMORIAL HOSPITAL,"455 TOLL GATE RD",WARWICK,RI,"02886",Kent,"0.860355","0.879714","0.876985","0.867920","4 out of 10","0 out of 9","4 out of 10","0.923253","0.938664","0.923781","0.928055","3 out of 10","2 out of 9","3 out of 10","0.883803","0.906144","0.891449","0.897898","6 out of 10","4 out of 9","6 out of 10","0.836122","0.870506","0.834863","0.862401","7 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.033139","0.027318","4 out of 10","5 out of 9","5 out of 10"
"2021","410010",WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,"101 DUDLEY STREET",PROVIDENCE,RI,"02905",Providence,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664",Not Available,Not Available,Not Available,Not Available,Not Available,"0.883803","0.906144",Not Available,Not Available,Not Available,Not Available,Not Available,"0.836122","0.870506",Not Available,Not Available,Not Available,Not Available,Not Available,"0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","410011",LANDMARK MEDICAL CENTER,"115 CASS AVENUE",WOONSOCKET,RI,"02895",Providence,"0.860355","0.879714","0.864619","0.876977","8 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.923430","0.930216","5 out of 10","4 out of 9","5 out of 10","0.883803","0.906144","0.881826","0.895366","5 out of 10","5 out of 9","5 out of 10","0.836122","0.870506","0.852598","0.833371","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","410012",THE MIRIAM HOSPITAL,"164 SUMMIT AVENUE",PROVIDENCE,RI,"02906",Providence,"0.860355","0.879714","0.886777","0.879328","9 out of 10","0 out of 9","9 out of 10","0.923253","0.938664","0.913701","0.923717","1 out of 10","4 out of 9","4 out of 10","0.883803","0.906144","0.882408","0.909212","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.862353","0.866277","8 out of 10","4 out of 9","8 out of 10","0.031157","0.022418","0.025012","0.017337","10 out of 10","9 out of 9","10 out of 10"
"2021","410013",WESTERLY HOSPITAL,"25 WELLS STREET",WESTERLY,RI,"02891",Washington,"0.860355","0.879714","0.864459","0.860671","1 out of 10","0 out of 9","1 out of 10","0.923253","0.938664","0.934134","0.912668","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.894223","0.897391","6 out of 10","2 out of 9","6 out of 10","0.836122","0.870506","0.808659","0.853131","5 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.034920","0.024030","8 out of 10","8 out of 9","8 out of 10"
"2021","420002",PIEDMONT MEDICAL CENTER,"222 S HERLONG AVE",ROCK HILL,SC,"29730",York,"0.860355","0.879714","0.846812","0.857268","0 out of 10","3 out of 9","3 out of 10","0.923253","0.938664","0.894881","0.887974","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.856828","0.848298","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.764281","0.830263","0 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.033322","0.028017","4 out of 10","4 out of 9","4 out of 10"
"2021","420004",MUSC MEDICAL CENTER,"169 ASHLEY AVE",CHARLESTON,SC,"29425",Charleston,"0.860355","0.879714","0.867081","0.879222","9 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.935041","0.912192","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.880135","0.890281","3 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.842526","0.847777","4 out of 10","1 out of 9","4 out of 10","0.031157","0.022418","0.040219","0.025351","6 out of 10","8 out of 9","8 out of 10"
"2021","420005",MCLEOD MEDICAL CENTER - DILLON,"301 E JACKSON STREET PO BOX 1327",DILLON,SC,"29536",Dillon,"0.860355","0.879714","0.844591",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.924634","0.919185","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.871356","0.892669","4 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.810096","0.848735","4 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.029181",Not Available,Not Available,Not Available,Not Available
"2021","420007",SPARTANBURG MEDICAL CENTER FOR REHAB MEDICINE,"101 E WOOD ST",SPARTANBURG,SC,"29303",Spartanburg,"0.860355","0.879714","0.844934","0.879913","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.938212","0.902607","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873817","0.856332","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.846238","0.779665","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.034581","0.030209","1 out of 10","3 out of 9","3 out of 10"
"2021","420009",PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,"102B OMNI DR",SENECA,SC,"29672",Oconee,"0.860355","0.879714","0.845288","0.871703","6 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.934746","0.924029","1 out of 10","0 out of 9","1 out of 10","0.883803","0.906144","0.880401","0.879910","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.840622","0.847632","4 out of 10","2 out of 9","4 out of 10","0.031157","0.022418","0.033222","0.023748","8 out of 10","8 out of 9","8 out of 10"
"2021","420010",CAROLINA PINES REGIONAL MEDICAL CENTER,"1304 W BOBO NEWSOM HWY",HARTSVILLE,SC,"29550",Darlington,"0.860355","0.879714","0.864131","0.881557","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.926523","0.914837","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.894331","0.889928","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.820939","0.853936","5 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.027213",Not Available,Not Available,Not Available,Not Available
"2021","420015",PRISMA HEALTH BAPTIST EASLEY HOSPITAL,"200 FLEETWOOD DRIVE",EASLEY,SC,"29640",Pickens,"0.860355","0.879714","0.858950","0.875930","8 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.929011","0.928001","3 out of 10","0 out of 9","3 out of 10","0.883803","0.906144","0.879707","0.901565","8 out of 10","8 out of 9","8 out of 10","0.836122","0.870506","0.837356","0.827061","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.035029","0.027332","4 out of 10","6 out of 9","6 out of 10"
"2021","420018",PRISMA HEALTH RICHLAND HOSPITAL,"5 MEDICAL PARK",COLUMBIA,SC,"29203",Richland,"0.860355","0.879714","0.880659","0.875096","7 out of 10","0 out of 9","7 out of 10","0.923253","0.938664","0.932892","0.908731","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.892220","0.877776","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.829775","0.839510","1 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.028076","0.018224","10 out of 10","9 out of 9","10 out of 10"
"2021","420020",TIDELANDS HEALTH,"606 BLACK RIVER RD DRAWER 1718",GEORGETOWN,SC,"29440",Georgetown,"0.860355","0.879714","0.859542","0.881504","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.933217","0.919756","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873901","0.865683","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.856958","0.847156","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418","0.030734","0.029375","2 out of 10","1 out of 9","2 out of 10"
"2021","420023",ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,"29601",Greenville,"0.860355","0.879714","0.871177","0.887316","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.904487","0.895956","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.855291","0.866111","0 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.807967","0.821032","0 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.022766","0.014466","10 out of 10","9 out of 9","10 out of 10"
"2021","420026",PROVIDENCE HEALTH,"120 GATEWAY CORPORATE BLVD",COLUMBIA,SC,"29203",Richland,"0.860355","0.879714","0.862158","0.867542","4 out of 10","3 out of 9","4 out of 10","0.923253","0.938664","0.905281","0.917145","0 out of 10","3 out of 9","3 out of 10","0.883803","0.906144","0.890605","0.870046","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.850365","0.835903","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.025961","0.019263","10 out of 10","9 out of 9","10 out of 10"
"2021","420027",ANMED HEALTH,"800 N FANT ST",ANDERSON,SC,"29621",Anderson,"0.860355","0.879714","0.877139","0.871695","6 out of 10","0 out of 9","6 out of 10","0.923253","0.938664","0.931090","0.913166","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.874903","0.886987","2 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.819002","0.845960","3 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.028630","0.024989","7 out of 10","5 out of 9","7 out of 10"
"2021","420030",COLLETON MEDICAL CENTER,"501 ROBERTSON BOULEVARD",WALTERBORO,SC,"29488",Colleton,"0.860355","0.879714","0.853131",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.931863","0.913253","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.890887","0.887102","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.815892","0.785707","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.036637","0.024400","7 out of 10","8 out of 9","8 out of 10"
"2021","420033",PRISMA HEALTH GREER MEMORIAL HOSPITAL,"830 SOUTH BUNCOMBE ROAD",GREER,SC,"29650",Greenville,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.929123","0.913961","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.892744","0.864895","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.848709","0.848237","4 out of 10","0 out of 9","4 out of 10","0.031157","0.022418","0.023144","0.030048","2 out of 10","0 out of 9","2 out of 10"
"2021","420036",MUSC HEALTH LANCASTER MEDICAL CENTER,"800 W MEETING ST",LANCASTER,SC,"29720",Lancaster,"0.860355","0.879714","0.852215","0.876309","8 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.918311","0.912621","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.869532","0.888697","2 out of 10","5 out of 9","5 out of 10","0.836122","0.870506","0.784794","0.821582","0 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.032125",Not Available,Not Available,Not Available,Not Available
"2021","420037",PRISMA HEALTH HILLCREST HOSPITAL,"741 SOUTH EAST MAIN STREET",SIMPSONVILLE,SC,"29681",Greenville,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.919068","0.918623","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.886634","0.885894","1 out of 10","0 out of 9","1 out of 10","0.836122","0.870506","0.818265","0.838727","1 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.031915","0.025212","7 out of 10","7 out of 9","7 out of 10"
"2021","420038",PRISMA HEALTH LAURENS COUNTY HOSPITAL,"22725 HIGHWAY 76 EAST",CLINTON,SC,"29325",Laurens,"0.860355","0.879714","0.858755",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.910409","0.908486","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.890027","0.874579","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.794295","0.823453","0 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.026048","0.021128","10 out of 10","9 out of 9","10 out of 10"
"2021","420043",CHEROKEE MEDICAL CENTER,"1530 N LIMESTONE ST",GAFFNEY,SC,"29340",Cherokee,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.922828","0.913222","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.871598","0.878336","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.819171","0.854169","5 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.034699",Not Available,Not Available,Not Available,Not Available
"2021","420048",KERSHAWHEALTH,"1315 ROBERTS STREET",CAMDEN,SC,"29020",Kershaw,"0.860355","0.879714","0.871721","0.887093","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.922194","0.924437","1 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.894117","0.880328","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.842404","0.848066","4 out of 10","2 out of 9","4 out of 10","0.031157","0.022418","0.030617","0.027207","5 out of 10","4 out of 9","5 out of 10"
"2021","420049",CONWAY MEDICAL CENTER,"300 SINGLETON RIDGE ROAD",CONWAY,SC,"29526",Horry,"0.860355","0.879714","0.855202","0.861006","1 out of 10","2 out of 9","2 out of 10","0.923253","0.938664","0.900515","0.920353","0 out of 10","5 out of 9","5 out of 10","0.883803","0.906144","0.885221","0.876125","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.835657","0.844056","3 out of 10","2 out of 9","3 out of 10","0.031157","0.022418","0.028627","0.013877","10 out of 10","9 out of 9","10 out of 10"
"2021","420051",MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,"555 E CHEVES ST BOX 8700",FLORENCE,SC,"29506",Florence,"0.860355","0.879714","0.865060","0.880936","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.899679","0.904090","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.891772","0.879083","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.806879","0.803088","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.035184","0.022942","9 out of 10","9 out of 9","9 out of 10"
"2021","420053",NEWBERRY COUNTY MEMORIAL HOSPITAL,"2669 KINARD ST PO BOX 497",NEWBERRY,SC,"29108",Newberry,"0.860355","0.879714","0.855241",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.925514","0.921019","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.870393","0.874531","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.823504","0.860268","7 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.029098","0.029287","2 out of 10","0 out of 9","2 out of 10"
"2021","420055",MUSC HEALTH MARION MEDICAL CENTER,"2829 E HWY 76",MULLINS,SC,"29574",Marion,"0.860355","0.879714","0.869042","0.877337","8 out of 10","7 out of 9","8 out of 10","0.923253","0.938664","0.911014","0.920365","0 out of 10","3 out of 9","3 out of 10","0.883803","0.906144","0.867897","0.897225","6 out of 10","7 out of 9","7 out of 10","0.836122","0.870506","0.804100","0.848746","4 out of 10","6 out of 9","6 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","420065",BON SECOURS-ST FRANCIS XAVIER HOSPITAL,"2095 HENRY TECKLENBURG DRIVE",CHARLESTON,SC,"29414",Charleston,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.926334","0.913737","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.893914","0.874172","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.863306","0.869006","9 out of 10","7 out of 9","9 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","420067",BEAUFORT COUNTY MEMORIAL HOSPITAL,"955 RIBAUT RD",BEAUFORT,SC,"29902",Beaufort,"0.860355","0.879714","0.857005","0.861959","1 out of 10","2 out of 9","2 out of 10","0.923253","0.938664","0.928544","0.899617","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.898794","0.877348","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.805179","0.857726","6 out of 10","8 out of 9","8 out of 10","0.031157","0.022418","0.032826","0.019616","10 out of 10","9 out of 9","10 out of 10"
"2021","420068",TRMC OF ORANGEBURG & CALHOUN,"3000 ST MATTHEWS RD BOX 1806",ORANGEBURG,SC,"29115",Orangeburg,"0.860355","0.879714","0.866379","0.878587","9 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.923017","0.895131","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.891080","0.903783","9 out of 10","8 out of 9","9 out of 10","0.836122","0.870506","0.787500","0.828960","0 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.024852","0.025741","6 out of 10","0 out of 9","6 out of 10"
"2021","420070",PRISMA HEATH TUOMEY HOSPITAL,"129 N WASHINGTON ST",SUMTER,SC,"29150",Sumter,"0.860355","0.879714","0.848213","0.863750","2 out of 10","4 out of 9","4 out of 10","0.923253","0.938664","0.928854","0.908232","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.889038","0.889760","3 out of 10","0 out of 9","3 out of 10","0.836122","0.870506","0.807712","0.827530","0 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.031032","0.025447","6 out of 10","6 out of 9","6 out of 10"
"2021","420071",SELF REGIONAL HEALTHCARE,"1325 SPRING STREET",GREENWOOD,SC,"29646",Greenwood,"0.860355","0.879714","0.845683","0.867159","4 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.926561","0.908573","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.876011","0.860955","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.807743","0.804127","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.032896","0.014670","10 out of 10","9 out of 9","10 out of 10"
"2021","420072",HAMPTON REGIONAL MEDICAL CENTER,"595 WEST CAROLINA AVENUE",VARNVILLE,SC,"29944",Hampton,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.923456",Not Available,Not Available,Not Available,Not Available,"0.883803","0.906144","0.879383","0.873222","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.839832","0.844469","3 out of 10","1 out of 9","3 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","420073",LEXINGTON MEDICAL CENTER,"2720 SUNSET BLVD",WEST COLUMBIA,SC,"29169",Lexington,"0.860355","0.879714","0.842917","0.881486","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.892123","0.905645","0 out of 10","2 out of 9","2 out of 10","0.883803","0.906144","0.853334","0.862980","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.821101","0.832787","0 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.036920","0.019439","10 out of 10","9 out of 9","10 out of 10"
"2021","420078",PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,"905 VERDAE BLVD SUITE 102",GREENVILLE,SC,"29605",Greenville,"0.860355","0.879714","0.857684","0.868668","4 out of 10","4 out of 9","4 out of 10","0.923253","0.938664","0.907119","0.916799","0 out of 10","3 out of 9","3 out of 10","0.883803","0.906144","0.857461","0.834709","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.808231","0.800056","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","420079",TRIDENT MEDICAL CENTER,"9330 MEDICAL PLAZA DR",CHARLESTON,SC,"29406",Charleston,"0.860355","0.879714","0.867571","0.855204","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.915101","0.888716","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873338","0.863404","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.827244","0.809900","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.034768","0.027035","5 out of 10","6 out of 9","6 out of 10"
"2021","420080",HILTON HEAD REGIONAL MEDICAL CENTER,"25 HOSPITAL CENTER BLVD",HILTON HEAD ISLAND,SC,"29925",Beaufort,"0.860355","0.879714","0.860999","0.879920","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.923705","0.890724","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.863796","0.880287","0 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.825519","0.859510","7 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.031462","0.015557","10 out of 10","9 out of 9","10 out of 10"
"2021","420082",AIKEN REGIONAL MEDICAL CENTER,"302 UNIVERSITY PARKWAY",AIKEN,SC,"29801",Aiken,"0.860355","0.879714","0.849545","0.853197","0 out of 10","1 out of 9","1 out of 10","0.923253","0.938664","0.904341","0.903941","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873339","0.893366","4 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.816878","0.815554","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.046860","0.032688","0 out of 10","5 out of 9","5 out of 10"
"2021","420085",GRAND STRAND REGIONAL MEDICAL CENTER,"809 82ND PARKWAY",MYRTLE BEACH,SC,"29572",Horry,"0.860355","0.879714","0.866191","0.860742","1 out of 10","0 out of 9","1 out of 10","0.923253","0.938664","0.941158","0.916185","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.894320","0.908981","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.828462","0.857413","6 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.032368","0.027025","5 out of 10","5 out of 9","5 out of 10"
"2021","420086",PRISMA HEALTH BAPTIST,"1330 TAYLOR AT MARION ST",COLUMBIA,SC,"29220",Richland,"0.860355","0.879714","0.861383",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.891217","0.916830","0 out of 10","5 out of 9","5 out of 10","0.883803","0.906144","0.891431","0.888124","2 out of 10","0 out of 9","2 out of 10","0.836122","0.870506","0.838551","0.848230","4 out of 10","3 out of 9","4 out of 10","0.031157","0.022418","0.028637","0.022251","10 out of 10","9 out of 9","10 out of 10"
"2021","420087",ROPER HOSPITAL,"316 CALHOUN ST",CHARLESTON,SC,"29401",Charleston,"0.860355","0.879714","0.840433","0.869360","5 out of 10","7 out of 9","7 out of 10","0.923253","0.938664","0.931491","0.890723","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.872265","0.877617","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.843874","0.832744","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.023859","0.018490","10 out of 10","9 out of 9","10 out of 10"
"2021","420089",EAST COOPER MEDICAL CENTER,"2000 HOSPITAL DR",MOUNT PLEASANT,SC,"29464",Charleston,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.918106","0.905820","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.876775","0.885707","1 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.830253","0.838313","1 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.039107","0.030205","1 out of 10","5 out of 9","5 out of 10"
"2021","420091",MUSC HEALTH FLORENCE MEDICAL CENTER,"805 PAMPLICO HWY BOX 100550",FLORENCE,SC,"29505",Florence,"0.860355","0.879714","0.856851","0.881961","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.934963","0.910241","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.901340","0.917208","10 out of 10","9 out of 9","10 out of 10","0.836122","0.870506","0.830592","0.847522","3 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.027947","0.030057","2 out of 10","0 out of 9","2 out of 10"
"2021","420098",TIDELANDS WACCAMAW COMMUNITY HOSPITAL,"4070 HIGHWAY 17 BYPASS PO DRAWER 3350",MURRELLS INLET,SC,"29576",Horry,"0.860355","0.879714","0.862497","0.872298","6 out of 10","5 out of 9","6 out of 10","0.923253","0.938664","0.944516","0.914561","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.870047","0.892965","4 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.847658","0.846332","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418","0.029079","0.028301","3 out of 10","1 out of 9","3 out of 10"
