"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-COPD-HRRP,668,,0.9893,19.1526,19.3604,127,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-HF-HRRP,1094,,0.8939,20.0469,22.4254,212,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.2297,6.1967,5.0392,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,READM-30-PN-HRRP,1070,,0.8899,14.9584,16.8088,152,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,450137,TX,READM-30-AMI-HRRP,174,,0.9654,14.9577,15.4935,24,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,450137,TX,READM-30-CABG-HRRP,120,,1.0037,12.4270,12.3807,15,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,450137,TX,READM-30-COPD-HRRP,261,,1.0316,20.7833,20.1464,57,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,450137,TX,READM-30-HF-HRRP,356,,0.9861,23.2968,23.6254,82,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,450137,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.2393,6.1497,4.9624,Too Few to Report,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,450137,TX,READM-30-PN-HRRP,311,,0.8915,16.1158,18.0780,42,07/01/2016,06/30/2019
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,READM-30-COPD-HRRP,N/A,,0.9508,17.3279,18.2245,Too Few to Report,07/01/2016,06/30/2019
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,READM-30-HF-HRRP,N/A,,0.9714,18.4888,19.0324,Too Few to Report,07/01/2016,06/30/2019
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,READM-30-PN-HRRP,N/A,,1.0142,15.5871,15.3683,Too Few to Report,07/01/2016,06/30/2019
DE TAR HOSPITAL NAVARRO,450147,TX,READM-30-AMI-HRRP,190,,0.9579,14.9881,15.6476,26,07/01/2016,06/30/2019
DE TAR HOSPITAL NAVARRO,450147,TX,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
DE TAR HOSPITAL NAVARRO,450147,TX,READM-30-COPD-HRRP,224,,1.0209,19.2874,18.8920,45,07/01/2016,06/30/2019
DE TAR HOSPITAL NAVARRO,450147,TX,READM-30-HF-HRRP,316,,1.0320,22.1308,21.4445,72,07/01/2016,06/30/2019
DE TAR HOSPITAL NAVARRO,450147,TX,READM-30-HIP-KNEE-HRRP,317,,0.9763,3.9253,4.0205,12,07/01/2016,06/30/2019
DE TAR HOSPITAL NAVARRO,450147,TX,READM-30-PN-HRRP,451,,0.9170,15.0731,16.4369,62,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,READM-30-AMI-HRRP,N/A,,0.9842,15.8641,16.1185,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,READM-30-COPD-HRRP,185,,1.0293,19.1919,18.6452,38,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,READM-30-HF-HRRP,145,,1.0393,21.7144,20.8932,34,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9308,3.6368,3.9073,Too Few to Report,07/01/2016,06/30/2019
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,READM-30-PN-HRRP,305,,0.9125,14.1615,15.5196,37,07/01/2016,06/30/2019
ADVENTHEALTH CENTRAL TEXAS,450152,TX,READM-30-AMI-HRRP,111,,0.9523,17.0100,17.8620,16,07/01/2016,06/30/2019
ADVENTHEALTH CENTRAL TEXAS,450152,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ADVENTHEALTH CENTRAL TEXAS,450152,TX,READM-30-COPD-HRRP,180,,1.0116,19.9896,19.7607,37,07/01/2016,06/30/2019
ADVENTHEALTH CENTRAL TEXAS,450152,TX,READM-30-HF-HRRP,301,,1.0586,23.6537,22.3450,75,07/01/2016,06/30/2019
ADVENTHEALTH CENTRAL TEXAS,450152,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.1178,4.8859,4.3709,Too Few to Report,07/01/2016,06/30/2019
ADVENTHEALTH CENTRAL TEXAS,450152,TX,READM-30-PN-HRRP,238,,0.9711,16.4075,16.8966,37,07/01/2016,06/30/2019
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,READM-30-COPD-HRRP,83,,1.0204,20.7281,20.3143,19,07/01/2016,06/30/2019
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,READM-30-HF-HRRP,158,,0.9560,21.4948,22.4830,31,07/01/2016,06/30/2019
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,READM-30-PN-HRRP,159,,0.9287,14.5133,15.6278,18,07/01/2016,06/30/2019
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,READM-30-COPD-HRRP,N/A,,1.0253,18.0478,17.6031,Too Few to Report,07/01/2016,06/30/2019
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,READM-30-HF-HRRP,N/A,,1.0363,20.3846,19.6700,Too Few to Report,07/01/2016,06/30/2019
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,READM-30-PN-HRRP,N/A,,0.9468,14.7864,15.6177,Too Few to Report,07/01/2016,06/30/2019
GRACE MEDICAL CENTER,450162,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GRACE MEDICAL CENTER,450162,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GRACE MEDICAL CENTER,450162,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GRACE MEDICAL CENTER,450162,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GRACE MEDICAL CENTER,450162,TX,READM-30-HIP-KNEE-HRRP,407,,0.9028,3.6549,4.0486,13,07/01/2016,06/30/2019
GRACE MEDICAL CENTER,450162,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,READM-30-AMI-HRRP,45,,1.0237,21.2121,20.7219,11,07/01/2016,06/30/2019
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,READM-30-COPD-HRRP,85,,1.0279,19.5020,18.9731,19,07/01/2016,06/30/2019
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,READM-30-HF-HRRP,148,,1.1031,23.9529,21.7135,42,07/01/2016,06/30/2019
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,READM-30-PN-HRRP,242,,1.0923,16.4935,15.0997,46,07/01/2016,06/30/2019
METHODIST HOSPITAL SOUTH,450165,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
METHODIST HOSPITAL SOUTH,450165,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
METHODIST HOSPITAL SOUTH,450165,TX,READM-30-COPD-HRRP,N/A,,0.9960,17.8353,17.9075,Too Few to Report,07/01/2016,06/30/2019
METHODIST HOSPITAL SOUTH,450165,TX,READM-30-HF-HRRP,107,,0.9443,20.2774,21.4745,18,07/01/2016,06/30/2019
METHODIST HOSPITAL SOUTH,450165,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
METHODIST HOSPITAL SOUTH,450165,TX,READM-30-PN-HRRP,183,,0.8706,12.6720,14.5553,14,07/01/2016,06/30/2019
MISSION REGIONAL MEDICAL CENTER,450176,TX,READM-30-AMI-HRRP,116,,0.9960,19.1792,19.2570,22,07/01/2016,06/30/2019
MISSION REGIONAL MEDICAL CENTER,450176,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MISSION REGIONAL MEDICAL CENTER,450176,TX,READM-30-COPD-HRRP,174,,0.9505,18.6366,19.6061,28,07/01/2016,06/30/2019
MISSION REGIONAL MEDICAL CENTER,450176,TX,READM-30-HF-HRRP,207,,1.0483,24.5457,23.4153,54,07/01/2016,06/30/2019
MISSION REGIONAL MEDICAL CENTER,450176,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0356,4.6826,4.5216,Too Few to Report,07/01/2016,06/30/2019
MISSION REGIONAL MEDICAL CENTER,450176,TX,READM-30-PN-HRRP,639,,1.0242,18.9797,18.5314,123,07/01/2016,06/30/2019
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,READM-30-AMI-HRRP,748,,1.0495,17.9334,17.0881,137,07/01/2016,06/30/2019
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,READM-30-CABG-HRRP,188,,1.0444,13.8079,13.2208,27,07/01/2016,06/30/2019
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,READM-30-COPD-HRRP,1125,,0.9978,19.4838,19.5268,219,07/01/2016,06/30/2019
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,READM-30-HF-HRRP,1980,,1.0333,22.6182,21.8902,450,07/01/2016,06/30/2019
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,READM-30-HIP-KNEE-HRRP,990,,1.1970,4.7131,3.9374,50,07/01/2016,06/30/2019
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,READM-30-PN-HRRP,2085,,1.0552,17.9469,17.0087,378,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,450187,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,450187,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,450187,TX,READM-30-COPD-HRRP,N/A,,1.0199,19.6956,19.3113,Too Few to Report,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,450187,TX,READM-30-HF-HRRP,131,,1.0882,20.3309,18.6831,32,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,450187,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,450187,TX,READM-30-PN-HRRP,131,,0.9689,13.8349,14.2795,16,07/01/2016,06/30/2019
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,READM-30-AMI-HRRP,335,,0.9773,16.5199,16.9037,54,07/01/2016,06/30/2019
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,READM-30-CABG-HRRP,313,,0.9705,13.9683,14.3932,43,07/01/2016,06/30/2019
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,READM-30-COPD-HRRP,128,,0.9456,19.4946,20.6159,20,07/01/2016,06/30/2019
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,READM-30-HF-HRRP,953,,0.9591,22.0096,22.9471,207,07/01/2016,06/30/2019
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0134,4.3908,4.3330,Too Few to Report,07/01/2016,06/30/2019
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,READM-30-PN-HRRP,328,,0.9678,16.8618,17.4233,53,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,READM-30-COPD-HRRP,67,,1.0149,19.0064,18.7280,14,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,READM-30-HF-HRRP,N/A,,1.0333,21.1060,20.4254,Too Few to Report,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9255,5.3726,5.8052,Too Few to Report,07/01/2016,06/30/2019
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,READM-30-PN-HRRP,88,,0.9908,15.4859,15.6298,13,07/01/2016,06/30/2019
PARIS REGIONAL MEDICAL CENTER,450196,TX,READM-30-AMI-HRRP,243,,1.0094,16.2363,16.0845,40,07/01/2016,06/30/2019
PARIS REGIONAL MEDICAL CENTER,450196,TX,READM-30-CABG-HRRP,N/A,,0.9620,12.5673,13.0640,Too Few to Report,07/01/2016,06/30/2019
PARIS REGIONAL MEDICAL CENTER,450196,TX,READM-30-COPD-HRRP,429,,0.8894,17.0251,19.1426,63,07/01/2016,06/30/2019
PARIS REGIONAL MEDICAL CENTER,450196,TX,READM-30-HF-HRRP,467,,1.0098,22.1330,21.9184,104,07/01/2016,06/30/2019
PARIS REGIONAL MEDICAL CENTER,450196,TX,READM-30-HIP-KNEE-HRRP,471,,0.8878,3.8647,4.3529,16,07/01/2016,06/30/2019
PARIS REGIONAL MEDICAL CENTER,450196,TX,READM-30-PN-HRRP,772,,1.0236,17.1469,16.7520,134,07/01/2016,06/30/2019
WADLEY REGIONAL MEDICAL CENTER,450200,TX,READM-30-AMI-HRRP,109,,1.0373,16.4106,15.8210,20,07/01/2016,06/30/2019
WADLEY REGIONAL MEDICAL CENTER,450200,TX,READM-30-CABG-HRRP,N/A,,1.0286,14.4192,14.0176,Too Few to Report,07/01/2016,06/30/2019
WADLEY REGIONAL MEDICAL CENTER,450200,TX,READM-30-COPD-HRRP,261,,1.0062,18.1871,18.0744,48,07/01/2016,06/30/2019
WADLEY REGIONAL MEDICAL CENTER,450200,TX,READM-30-HF-HRRP,309,,1.0063,20.9049,20.7746,65,07/01/2016,06/30/2019
WADLEY REGIONAL MEDICAL CENTER,450200,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0837,4.6027,4.2474,Too Few to Report,07/01/2016,06/30/2019
WADLEY REGIONAL MEDICAL CENTER,450200,TX,READM-30-PN-HRRP,436,,0.9901,15.5240,15.6797,67,07/01/2016,06/30/2019
MEDICAL CITY WEATHERFORD,450203,TX,READM-30-AMI-HRRP,166,,1.0750,16.7482,15.5801,32,07/01/2016,06/30/2019
MEDICAL CITY WEATHERFORD,450203,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MEDICAL CITY WEATHERFORD,450203,TX,READM-30-COPD-HRRP,203,,1.0177,20.4201,20.0659,43,07/01/2016,06/30/2019
MEDICAL CITY WEATHERFORD,450203,TX,READM-30-HF-HRRP,215,,0.9545,19.9943,20.9480,40,07/01/2016,06/30/2019
MEDICAL CITY WEATHERFORD,450203,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9106,3.5724,3.9230,Too Few to Report,07/01/2016,06/30/2019
MEDICAL CITY WEATHERFORD,450203,TX,READM-30-PN-HRRP,537,,1.0258,17.3587,16.9219,95,07/01/2016,06/30/2019
NORTHWEST TEXAS HOSPITAL,450209,TX,READM-30-AMI-HRRP,309,,0.9430,13.3551,14.1629,38,07/01/2016,06/30/2019
NORTHWEST TEXAS HOSPITAL,450209,TX,READM-30-CABG-HRRP,N/A,,1.0355,13.4233,12.9633,Too Few to Report,07/01/2016,06/30/2019
NORTHWEST TEXAS HOSPITAL,450209,TX,READM-30-COPD-HRRP,215,,0.9904,18.5251,18.7039,39,07/01/2016,06/30/2019
NORTHWEST TEXAS HOSPITAL,450209,TX,READM-30-HF-HRRP,351,,0.9431,19.8774,21.0760,66,07/01/2016,06/30/2019
NORTHWEST TEXAS HOSPITAL,450209,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0055,5.7890,5.7573,Too Few to Report,07/01/2016,06/30/2019
NORTHWEST TEXAS HOSPITAL,450209,TX,READM-30-PN-HRRP,373,,1.0189,16.2753,15.9742,62,07/01/2016,06/30/2019
EAST TEXAS MEDICAL CENTER - CARTHAGE,450210,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
EAST TEXAS MEDICAL CENTER - CARTHAGE,450210,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
EAST TEXAS MEDICAL CENTER - CARTHAGE,450210,TX,READM-30-COPD-HRRP,44,,1.0506,17.8012,16.9431,12,07/01/2016,06/30/2019
EAST TEXAS MEDICAL CENTER - CARTHAGE,450210,TX,READM-30-HF-HRRP,71,,0.9974,19.9518,20.0033,14,07/01/2016,06/30/2019
EAST TEXAS MEDICAL CENTER - CARTHAGE,450210,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
EAST TEXAS MEDICAL CENTER - CARTHAGE,450210,TX,READM-30-PN-HRRP,113,,0.9682,14.3148,14.7845,14,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,READM-30-AMI-HRRP,266,,1.1199,17.8190,15.9113,54,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,READM-30-CABG-HRRP,N/A,,1.0208,14.7084,14.4090,Too Few to Report,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,READM-30-COPD-HRRP,240,,0.9393,16.7948,17.8809,35,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,READM-30-HF-HRRP,388,,1.0799,22.9231,21.2267,94,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,READM-30-HIP-KNEE-HRRP,204,,1.2553,5.7385,4.5713,16,07/01/2016,06/30/2019
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,READM-30-PN-HRRP,433,,0.9885,16.3509,16.5404,70,07/01/2016,06/30/2019
UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-AMI-HRRP,97,,0.9999,16.5028,16.5049,16,07/01/2016,06/30/2019
UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-CABG-HRRP,N/A,,1.0200,13.3407,13.0792,Too Few to Report,07/01/2016,06/30/2019
UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-COPD-HRRP,57,,1.0260,18.9108,18.4320,13,07/01/2016,06/30/2019
UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-HF-HRRP,189,,0.9569,21.6469,22.6220,38,07/01/2016,06/30/2019
UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9757,4.2762,4.3827,Too Few to Report,07/01/2016,06/30/2019
UNIVERSITY HEALTH SYSTEM,450213,TX,READM-30-PN-HRRP,157,,1.0604,17.1531,16.1757,31,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,READM-30-HF-HRRP,N/A,,0.9954,19.0462,19.1334,Too Few to Report,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,READM-30-PN-HRRP,N/A,,0.9897,13.4598,13.5994,Too Few to Report,07/01/2016,06/30/2019
HCA HOUSTON HEALTHCARE CONROE,450222,TX,READM-30-AMI-HRRP,269,,1.0703,16.3829,15.3073,48,07/01/2016,06/30/2019
HCA HOUSTON HEALTHCARE CONROE,450222,TX,READM-30-CABG-HRRP,N/A,,1.0498,14.7136,14.0160,Too Few to Report,07/01/2016,06/30/2019
HCA HOUSTON HEALTHCARE CONROE,450222,TX,READM-30-COPD-HRRP,508,,1.1829,21.6969,18.3424,125,07/01/2016,06/30/2019
HCA HOUSTON HEALTHCARE CONROE,450222,TX,READM-30-HF-HRRP,522,,1.0518,22.5423,21.4313,121,07/01/2016,06/30/2019
HCA HOUSTON HEALTHCARE CONROE,450222,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0131,4.5084,4.4499,Too Few to Report,07/01/2016,06/30/2019
HCA HOUSTON HEALTHCARE CONROE,450222,TX,READM-30-PN-HRRP,461,,1.0032,15.7867,15.7357,73,07/01/2016,06/30/2019
HENDRICK MEDICAL CENTER,450229,TX,READM-30-AMI-HRRP,636,,0.9493,16.2011,17.0669,100,07/01/2016,06/30/2019
HENDRICK MEDICAL CENTER,450229,TX,READM-30-CABG-HRRP,128,,0.9575,12.5141,13.0696,15,07/01/2016,06/30/2019
HENDRICK MEDICAL CENTER,450229,TX,READM-30-COPD-HRRP,557,,0.9797,19.3524,19.7539,106,07/01/2016,06/30/2019
HENDRICK MEDICAL CENTER,450229,TX,READM-30-HF-HRRP,652,,0.8074,18.2133,22.5575,105,07/01/2016,06/30/2019
HENDRICK MEDICAL CENTER,450229,TX,READM-30-HIP-KNEE-HRRP,532,,1.1272,4.8463,4.2996,28,07/01/2016,06/30/2019
HENDRICK MEDICAL CENTER,450229,TX,READM-30-PN-HRRP,760,,0.9579,16.7126,17.4471,124,07/01/2016,06/30/2019
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,READM-30-AMI-HRRP,511,,1.0043,14.2385,14.1776,73,07/01/2016,06/30/2019
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,READM-30-CABG-HRRP,163,,1.0950,13.4175,12.2530,24,07/01/2016,06/30/2019
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,READM-30-COPD-HRRP,666,,0.9388,16.5643,17.6444,105,07/01/2016,06/30/2019
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,READM-30-HF-HRRP,1037,,0.8617,17.3922,20.1838,171,07/01/2016,06/30/2019
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,READM-30-HIP-KNEE-HRRP,159,,1.1609,6.4022,5.5148,13,07/01/2016,06/30/2019
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,READM-30-PN-HRRP,1161,,0.9743,14.8811,15.2728,171,07/01/2016,06/30/2019
MEMORIAL HOSPITAL,450235,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MEMORIAL HOSPITAL,450235,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MEMORIAL HOSPITAL,450235,TX,READM-30-COPD-HRRP,N/A,,1.0176,16.3246,16.0429,Too Few to Report,07/01/2016,06/30/2019
